width,length,type,region,model,height-min,height-max,stories,shape,library,tags

# Great Britain France 
Ireland and Netherlands
06.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_06x15_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,06.0,residential,,objects/Blacky75/New-ApptRed/RES_07x06_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,06.0,residential,,objects/Blacky75/New-ApptRed/RES_07x06_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,06.0,residential,,objects/Blacky75/New-ApptRed/RES_07x06_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,06.0,residential,,objects/Blacky75/New-ApptRed/RES_07x06_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,07.0,residential,,objects/Blacky75/New-ApptRed/RES_07x07_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,07.0,residential,,objects/Blacky75/New-ApptRed/RES_07x07_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,07.0,residential,,objects/Blacky75/New-ApptRed/RES_07x07_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,07.0,residential,,objects/Blacky75/New-ApptRed/RES_07x07_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,08.0,residential,,objects/Blacky75/New-ApptRed/RES_07x08_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,08.0,residential,,objects/Blacky75/New-ApptRed/RES_07x08_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,08.0,residential,,objects/Blacky75/New-ApptRed/RES_07x08_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,08.0,residential,,objects/Blacky75/New-ApptRed/RES_07x08_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,09.0,residential,,objects/Blacky75/New-ApptRed/RES_07x09_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,09.0,residential,,objects/Blacky75/New-ApptRed/RES_07x09_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,09.0,residential,,objects/Blacky75/New-ApptRed/RES_07x09_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,09.0,residential,,objects/Blacky75/New-ApptRed/RES_07x09_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_07x10_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_07x10_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_07x10_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_07x10_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_07x11_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_07x11_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_07x11_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_07x11_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_07x12_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_07x12_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_07x12_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_07x12_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_07x13_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_07x13_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_07x13_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_07x13_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_07x14_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_07x14_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_07x14_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_07x14_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_07x15_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_07x15_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_07x15_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_07x15_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
08.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_08x10_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
08.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_08x10_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
08.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_08x10_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
08.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_08x10_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
08.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_08x11_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
08.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_08x11_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
08.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_08x11_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
08.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_08x11_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
08.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_08x12_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
08.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_08x12_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
08.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_08x12_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
08.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_08x12_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
08.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_08x13_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
08.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_08x13_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
08.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_08x13_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
08.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_08x13_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
08.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_08x14_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
08.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_08x14_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
08.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_08x14_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
08.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_08x14_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
08.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_08x15_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
08.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_08x15_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
08.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_08x15_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
08.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_08x15_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
09.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_09x10_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
09.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_09x10_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
09.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_09x10_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
09.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_09x10_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
09.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_09x11_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
09.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_09x11_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
09.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_09x11_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
09.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_09x11_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
09.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_09x12_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
09.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_09x12_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
09.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_09x12_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
09.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_09x12_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
09.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_09x13_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
09.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_09x13_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
09.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_09x13_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
09.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_09x13_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
09.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_09x14_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
09.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_09x14_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
09.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_09x14_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
09.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_09x14_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
09.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_09x15_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
09.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_09x15_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
09.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_09x15_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
09.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_09x15_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_10x10_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_10x10_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_10x10_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-ApptRed/RES_10x10_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
10.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_10x11_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
10.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_10x11_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
10.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_10x11_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
10.0,11.0,residential,,objects/Blacky75/New-ApptRed/RES_10x11_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
10.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_10x12_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
10.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_10x12_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
10.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_10x12_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
10.0,12.0,residential,,objects/Blacky75/New-ApptRed/RES_10x12_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
10.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_10x13_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
10.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_10x13_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
10.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_10x13_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
10.0,13.0,residential,,objects/Blacky75/New-ApptRed/RES_10x13_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
10.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_10x14_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
10.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_10x14_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
10.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_10x14_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
10.0,14.0,residential,,objects/Blacky75/New-ApptRed/RES_10x14_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
10.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_10x15_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
10.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_10x15_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
10.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_10x15_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
10.0,15.0,residential,,objects/Blacky75/New-ApptRed/RES_10x15_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
05.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x16_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
05.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x16_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
05.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x16_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
05.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x16_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
05.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x17_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
05.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x17_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
05.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x17_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
05.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x17_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
06.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x16_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
06.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x16_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
06.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x16_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
06.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x16_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
06.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x17_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
06.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x17_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
06.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x17_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
06.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x17_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
07.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x16_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
07.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x16_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
07.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x16_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
07.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x16_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
07.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x17_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
07.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x17_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
07.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x17_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
07.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x17_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
08.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x16_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
08.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x16_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
08.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x16_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
08.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x16_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
08.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x17_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
08.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x17_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
08.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x17_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
08.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_08x17_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
09.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x16_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
09.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x16_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
09.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x16_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
09.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x16_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
09.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x17_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
09.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x17_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
09.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x17_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
09.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_09x17_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
10.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x16_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
10.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x16_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
10.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x16_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
10.0,16.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x16_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
10.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x17_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
10.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x17_S4_Aptm_RoofBlack1.obj,11,13,4,SQ,Blacky75,black;new
10.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x17_S5_Aptm_RoofBlack1.obj,14,16,5,SQ,Blacky75,black;new
10.0,17.0,residential,,objects/Blacky75/New-ApptBlack/RES_10x17_S6_Aptm_RoofBlack1.obj,17,19,6,SQ,Blacky75,black;new
05.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_05x16_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
05.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_05x16_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
05.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_05x16_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
05.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_05x16_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
05.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_05x17_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
05.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_05x17_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
05.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_05x17_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
05.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_05x17_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
06.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_06x16_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
06.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_06x16_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
06.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_06x16_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
06.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_06x16_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
06.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_06x17_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
06.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_06x17_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
06.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_06x17_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
06.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_06x17_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_07x16_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_07x16_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_07x16_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_07x16_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
07.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_07x17_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
07.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_07x17_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
07.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_07x17_S5_Aptm_RoofRed1.obj,14,16,5,SQ,Blacky75,red;new
07.0,17.0,residential,,objects/Blacky75/New-ApptRed/RES_07x17_S6_Aptm_RoofRed1.obj,17,19,6,SQ,Blacky75,red;new
08.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_08x16_S3_Aptm_RoofRed1.obj,8,10,3,SQ,Blacky75,red;new
08.0,16.0,residential,,objects/Blacky75/New-ApptRed/RES_08x16_S4_Aptm_RoofRed1.obj,11,13,4,SQ,Blacky75,red;new
